diary,count,mean,std,min,25%,50%,75%,max
78,16.0,0.17285,0.6007060989646545,-0.8032,-0.4031,0.33325,0.6473249999999999,0.9432
79,53.0,0.2821471698113208,0.620465698117078,-0.9774,0.0,0.3612,0.8144,0.998
80,249.0,0.3382899598393574,0.7517137677658889,-0.9988,-0.443,0.7691,0.9622,0.9997
81,63.0,0.3759079365079365,0.7907661393825994,-0.9975,-0.51105,0.8779,0.9679,0.9971
82,69.0,0.18099130434782607,0.6752372290621341,-0.9858,-0.4663,0.34,0.8225,0.9959
83,164.0,-0.6648689024390244,0.39253414162323796,-0.9986,-0.96475,-0.8316,-0.5994,0.6269
84,135.0,-0.5726074074074075,0.41536181577562276,-0.9928,-0.9136,-0.8316,0.0,0.4939
85,33.0,0.10515757575757577,0.7842085652228873,-0.9836,-0.7537,0.2363,0.915,0.9912
86,27.0,0.20146296296296298,0.8421020421212202,-0.9956,-0.6788000000000001,0.7346,0.9615,0.9898
87,81.0,0.28448518518518523,0.7009255033723467,-0.979,-0.2971,0.6629,0.8248,0.9904
88,192.0,0.17082135416666666,0.7638874927523667,-0.9978,-0.637525,0.45805,0.8925,0.9975
89,35.0,0.15475714285714284,0.6499410603529931,-0.9217,-0.48495,0.257,0.80445,0.961
90,98.0,-0.4038877551020408,0.697928044509199,-0.9921,-0.938725,-0.7964,0.05145,0.988
91,32.0,0.08385312499999997,0.7286250520271261,-0.9837,-0.6350750000000001,0.30885,0.7542,0.9854
92,463.0,0.0840695464362851,0.6946856240619675,-0.993,-0.5994,0.2023,0.7717,0.9959
93,65.0,0.3190015384615385,0.5583750535852637,-0.9492,-0.1522,0.5118,0.7776,0.9824
94,89.0,0.17875955056179774,0.6804453594587053,-0.9891,-0.4991,0.296,0.8176,0.9894
